name,cal,pro,carb,fat,category
低糖嫩豆腐 (0.7份),38.5,3.5,1.4,2.1,豆製品
低糖豆干 (0.8份),128.0,16.0,6.4,5.6,豆製品
低糖毛豆 (0.9份),126.0,10.8,9.0,5.4,豆製品
低糖黑豆 (1.0份),150.0,10.0,27.0,1.0,豆製品
低糖鷹嘴豆 (1.1份),181.5,9.9,29.7,3.3,豆製品
低糖紅豆 (1.2份),150.0,9.6,26.4,0.6,豆類
低糖高麗菜 (1.3份),32.5,1.7,7.8,0.1,蔬菜
低糖菠菜 (1.4份),32.2,4.1,5.0,0.6,蔬菜
低糖青江菜 (1.5份),19.5,2.2,3.0,0.3,蔬菜
低糖花椰菜 (1.6份),54.4,4.5,11.2,0.6,蔬菜
低糖白花椰菜 (1.7份),42.5,3.4,8.5,0.5,蔬菜
低糖空心菜 (1.8份),36.0,3.6,5.4,0.5,蔬菜
低糖地瓜葉 (1.9份),57.0,5.7,9.5,0.6,蔬菜
低糖A菜 (2.0份),34.0,3.0,6.0,0.4,蔬菜
低糖大陸妹 (0.6份),10.8,0.9,1.8,0.1,蔬菜
低糖番茄 (0.7份),12.6,0.6,2.8,0.1,蔬菜
低糖小黃瓜 (0.8份),12.0,0.6,2.9,0.1,蔬菜
低糖紅蘿蔔 (0.9份),36.9,0.8,9.0,0.2,蔬菜
低糖洋蔥 (1.0份),40.0,1.1,9.0,0.1,蔬菜
低糖玉米筍 (1.1份),28.6,2.8,5.5,0.2,蔬菜
低糖香菇 (1.2份),40.8,3.7,8.4,0.6,蔬菜
低糖金針菇 (1.3份),48.1,3.5,9.1,0.4,蔬菜
低糖杏鮑菇 (1.4份),49.0,3.5,9.8,0.4,蔬菜
低糖木耳 (1.5份),37.5,2.2,9.0,0.3,蔬菜
低糖海帶 (1.6份),68.8,2.7,16.0,1.0,蔬菜
低糖草莓 (1.7份),54.4,1.2,13.6,0.5,水果
低糖藍莓 (1.8份),102.6,1.3,25.2,0.5,水果
低糖葡萄 (1.9份),131.1,1.3,34.2,0.4,水果
低糖橘子 (2.0份),94.0,1.8,24.0,0.2,水果
低糖柳橙 (0.6份),28.2,0.5,7.2,0.1,水果
低糖西瓜 (0.7份),21.0,0.4,5.6,0.1,水果
低糖鳳梨 (0.8份),40.0,0.4,10.4,0.1,水果
低糖芒果 (0.9份),54.0,0.7,13.5,0.4,水果
低糖水梨 (1.0份),42.0,0.4,11.0,0.1,水果
低糖桃子 (1.1份),42.9,1.0,11.0,0.3,水果
低糖火龍果 (1.2份),60.0,1.3,14.4,0.5,水果
低糖百香果 (1.3份),126.1,2.9,29.9,0.9,水果
低糖酪梨 (1.4份),224.0,2.8,12.6,21.0,水果
低糖椰子 (1.5份),531.0,4.9,22.5,49.5,水果
低糖柿子 (1.6份),112.0,1.0,30.4,0.3,水果
低糖杏仁 (1.7份),984.3,35.7,37.4,83.3,堅果
低糖核桃 (1.8份),1177.2,27.0,25.2,117.0,堅果
低糖腰果 (1.9份),1050.7,34.2,57.0,83.6,堅果
低糖花生 (2.0份),1134.0,52.0,32.0,98.0,堅果
低糖開心果 (0.6份),337.2,12.0,16.8,27.0,堅果
低糖南瓜子 (0.7份),391.3,21.0,7.7,34.3,堅果
低糖葵瓜子 (0.8份),467.2,16.8,16.0,40.8,堅果
低糖洋芋片 (0.9份),482.4,6.3,47.7,31.5,零食
低糖玉米脆片 (1.0份),500.0,7.0,55.0,28.0,零食
低糖爆米花 (1.1份),425.7,14.3,85.8,5.0,零食
低糖蘇打餅乾 (1.2份),516.0,10.8,84.0,15.6,零食
低糖巧克力餅乾 (1.3份),624.0,7.8,87.1,27.3,零食
低糖燕麥餅乾 (1.4份),630.0,9.8,95.2,23.8,零食
低糖洋芋薯餅 (1.5份),390.0,4.5,42.0,22.5,零食
低糖茶葉蛋 (1.6份),232.0,19.2,3.2,14.4,零食
低糖滷蛋 (1.7份),255.0,20.4,3.4,17.0,零食
低糖海苔 (1.8份),63.0,9.0,7.2,0.9,零食
低糖黑巧克力 (1.9份),1140.0,15.2,87.4,81.7,甜點
低糖牛奶巧克力 (2.0份),1070.0,16.0,118.0,60.0,甜點
低糖布朗尼 (0.6份),246.0,3.0,30.0,13.2,甜點
低糖乳酪蛋糕 (0.7份),224.0,4.2,18.9,14.7,甜點
低糖提拉米蘇 (0.8份),280.0,4.8,24.8,18.4,甜點
低糖蛋塔 (0.9份),252.0,5.4,25.2,15.3,甜點
低糖奶油泡芙 (1.0份),250.0,5.0,23.0,16.0,甜點
低糖可麗露 (1.1份),275.0,4.4,36.3,12.1,甜點
低糖鬆餅 (1.2份),432.0,9.6,60.0,16.8,甜點
低糖冰淇淋 (1.3份),273.0,5.2,31.2,14.3,甜點
低糖芒果冰 (1.4份),462.0,4.2,98.0,8.4,甜點
低糖豆花加花生 (1.5份),480.0,15.0,67.5,16.5,甜點
低糖紅豆湯 (1.6份),416.0,12.8,73.6,8.0,甜點
低糖綠豆湯 (1.7份),408.0,11.9,74.8,6.8,甜點
低糖仙草茶 (1.8份),180.0,0.0,45.0,0.0,甜點
低糖燒仙草 (1.9份),437.0,9.5,76.0,11.4,甜點
低糖薯條 (2.0份),624.0,6.8,82.0,30.0,速食
低糖炸雞腿 (0.6份),192.0,13.2,7.2,12.6,速食
低糖炸雞翅 (0.7份),203.0,14.0,7.0,13.3,速食
低糖起司漢堡 (0.8份),416.0,21.6,33.6,22.4,速食
低糖雙層牛肉堡 (0.9份),603.0,31.5,43.2,33.3,速食
低糖雞塊 (1.0份),290.0,16.0,16.0,18.0,速食
低糖熱狗堡 (1.1份),429.0,16.5,39.6,23.1,速食
低糖雞肉捲 (1.2份),576.0,30.0,55.2,25.2,速食
低糖墨西哥捲餅 (1.3份),676.0,29.9,72.8,28.6,異國
低糖塔可 (1.4份),294.0,14.0,25.2,15.4,異國
低糖凱薩沙拉 (1.5份),540.0,27.0,21.0,40.5,西式
低糖烤雞沙拉 (1.6份),512.0,51.2,24.0,24.0,西式
低糖牛排 (1.7份),765.0,76.5,0.0,47.6,西式
低糖雞排 (1.8份),594.0,57.6,21.6,32.4,西式
低糖焗烤飯 (1.9份),1292.0,45.6,133.0,60.8,西式
低糖焗烤義大利麵 (2.0份),1440.0,50.0,144.0,68.0,西式
低糖番茄義大利麵 (0.6份),288.0,9.0,45.6,7.2,西式
低糖奶油義大利麵 (0.7份),455.0,12.6,49.0,21.0,西式
低糖青醬義大利麵 (0.8份),496.0,14.4,54.4,22.4,西式
低糖白醬燉飯 (0.9份),612.0,15.3,67.5,27.9,西式
低糖番茄燉飯 (1.0份),520.0,15.0,76.0,15.0,西式
低糖韓式拌飯 (1.1份),682.0,24.2,92.4,24.2,韓式
低糖韓式炸雞 (1.2份),780.0,36.0,54.0,45.6,韓式
低糖韓式泡菜 (1.3份),39.0,2.6,6.5,0.7,韓式
低糖韓式部隊鍋 (1.4份),1050.0,39.2,91.0,56.0,韓式
低糖韓式烤肉 (1.5份),825.0,52.5,15.0,60.0,韓式
低糖韓式冷麵 (1.6份),720.0,22.4,124.8,12.8,韓式
低糖日式拉麵 (1.7份),1020.0,42.5,127.5,34.0,日式
低糖豬排拉麵 (1.8份),1404.0,63.0,140.4,64.8,日式
低糖牛肉烏龍麵 (1.9份),1064.0,49.4,133.0,32.3,日式
低糖天婦羅 (2.0份),840.0,32.0,72.0,48.0,日式
低糖炸蝦天婦羅 (0.6份),186.0,9.0,12.0,12.0,日式
低糖大阪燒 (0.7份),350.0,12.6,35.0,17.5,日式
低糖章魚燒 (0.8份),288.0,11.2,35.2,11.2,日式
低糖番茄 (0.9份),16.2,0.8,3.6,0.2,蔬菜
低糖洋菇 (1.0份),22.0,3.1,3.3,0.3,蔬菜
低糖甜椒 (1.1份),34.1,1.1,6.6,0.3,蔬菜
低糖茄子 (1.2份),30.0,1.2,7.2,0.2,蔬菜
低糖絲瓜 (1.3份),26.0,1.6,5.2,0.3,蔬菜
低糖苦瓜 (1.4份),23.8,1.4,5.6,0.3,蔬菜
低糖冬瓜 (1.5份),19.5,0.6,4.5,0.3,蔬菜
低糖白蘿蔔 (1.6份),28.8,1.0,6.4,0.2,蔬菜
低糖秋葵 (1.7份),56.1,3.2,11.9,0.3,蔬菜
低糖竹筍 (1.8份),48.6,4.7,9.0,0.5,蔬菜
低糖豆芽菜 (1.9份),57.0,5.7,11.4,0.4,蔬菜
低糖海帶芽 (2.0份),90.0,6.0,18.0,1.2,蔬菜
少油白吐司 (0.6份),159.0,5.4,29.4,1.9,早餐/主食
少油全麥吐司 (0.7份),172.9,9.1,28.7,2.9,早餐/主食
少油可頌 (0.8份),324.8,6.4,36.0,16.8,早餐/烘焙
少油火腿起司蛋吐司 (0.9份),387.0,19.8,34.2,19.8,早餐
少油鮪魚蛋吐司 (1.0份),410.0,24.0,36.0,20.0,早餐
少油培根蛋吐司 (1.1份),506.0,22.0,38.5,29.7,早餐
少油總匯三明治 (1.2份),624.0,28.8,52.8,32.4,早餐
少油鮪魚三明治 (1.3份),507.0,28.6,54.6,20.8,早餐
少油雞肉三明治 (1.4份),504.0,35.0,53.2,18.2,早餐
少油火腿三明治 (1.5份),525.0,27.0,60.0,21.0,早餐
少油起司蛋餅 (1.6份),624.0,25.6,57.6,33.6,早餐
少油培根蛋餅 (1.7份),731.0,30.6,61.2,42.5,早餐
少油玉米蛋餅 (1.8份),648.0,23.4,77.4,28.8,早餐
少油鮪魚蛋餅 (1.9份),779.0,38.0,70.3,41.8,早餐
少油蘿蔔糕加蛋 (2.0份),600.0,20.0,68.0,28.0,早餐
少油法國吐司 (0.6份),192.0,6.6,25.2,7.2,早餐
少油美式早餐盤 (0.7份),455.0,19.6,31.5,27.3,早餐
少油燕麥粥 (0.8份),176.0,6.4,28.8,4.8,早餐
少油水果燕麥優格 (0.9份),252.0,10.8,38.7,6.3,早餐
少油優格 (1.0份),120.0,7.0,14.0,4.0,乳品
少油希臘優格 (1.1份),154.0,13.2,8.8,6.6,乳品
少油低脂鮮奶 (1.2份),126.0,9.6,14.4,3.6,乳品
少油全脂鮮奶 (1.3份),195.0,10.4,15.6,10.4,乳品
少油無糖優格 (1.4份),133.0,12.6,8.4,5.6,乳品
少油豆漿 (1.5份),255.0,18.0,15.0,10.5,飲品
少油黑豆漿 (1.6份),288.0,20.8,16.0,11.2,飲品
少油燕麥奶 (1.7份),204.0,5.1,27.2,8.5,飲品
少油杏仁奶 (1.8份),72.0,1.8,3.6,5.4,飲品
少油綠豆漿 (1.9份),361.0,20.9,47.5,9.5,飲品
少油紅茶 (2.0份),10.0,0.0,2.0,0.0,飲品
少油綠茶 (0.6份),1.2,0.0,0.0,0.0,飲品
少油烏龍茶 (0.7份),1.4,0.0,0.0,0.0,飲品
少油無糖綠茶 (0.8份),1.6,0.0,0.0,0.0,飲品
少油檸檬紅茶 (0.9份),90.0,0.0,22.5,0.0,飲品
少油可樂 (1.0份),140.0,0.0,39.0,0.0,飲品
少油汽水 (1.1份),154.0,0.0,42.9,0.0,飲品
少油運動飲料 (1.2份),144.0,0.0,36.0,0.0,飲品
少油無糖氣泡水 (1.3份),0.0,0.0,0.0,0.0,飲品
少油巧克力牛奶 (1.4份),266.0,9.8,42.0,7.0,飲品
少油香蕉牛奶 (1.5份),315.0,10.5,51.0,7.5,飲品
少油抹茶拿鐵 (1.6份),352.0,11.2,43.2,14.4,飲品
少油摩卡 (1.7份),442.0,13.6,54.4,18.7,飲品
少油卡布奇諾 (1.8份),216.0,10.8,18.0,10.8,飲品
少油焦糖瑪奇朵 (1.9份),475.0,13.3,64.6,19.0,飲品
少油可可 (2.0份),420.0,14.0,60.0,14.0,飲品
少油水果茶 (0.6份),96.0,0.0,22.8,0.0,飲品
少油奶茶 (0.7份),154.0,3.5,22.4,5.6,飲品
少油冬瓜茶 (0.8份),120.0,0.0,29.6,0.0,飲品
少油檸檬汁 (0.9份),54.0,0.0,13.5,0.0,飲品
少油白飯 (1.0份),280.0,5.4,61.0,0.6,主食
少油紫米飯 (1.1份),297.0,6.6,63.8,1.3,主食
少油五穀飯 (1.2份),306.0,7.2,63.6,2.4,主食
少油藜麥飯 (1.3份),325.0,10.4,59.8,5.2,主食
少油燕麥飯 (1.4份),343.0,8.4,63.0,4.9,主食
少油玉米 (1.5份),180.0,6.0,40.5,3.0,主食
少油南瓜 (1.6份),112.0,3.2,25.6,0.3,蔬菜
少油馬鈴薯 (1.7份),221.0,5.1,51.0,0.3,主食
少油山藥 (1.8份),216.0,5.4,48.6,0.4,主食
少油芋頭 (1.9份),247.0,3.8,57.0,0.4,主食
少油冬粉 (2.0份),340.0,0.0,84.0,0.0,主食
少油烏龍麵 (0.6份),162.0,5.4,33.6,0.6,麵食
少油拉麵 (0.7份),301.0,10.5,45.5,8.4,麵食
少油蕎麥麵 (0.8份),240.0,10.4,44.8,1.6,麵食
少油米粉 (0.9份),315.0,5.4,72.0,0.9,麵食
少油意麵 (1.0份),380.0,11.0,66.0,9.0,麵食
少油炒飯 (1.1份),682.0,18.7,90.2,24.2,主餐
少油蛋炒飯 (1.2份),696.0,21.6,93.6,24.0,主餐
少油肉絲炒飯 (1.3份),845.0,31.2,104.0,32.5,主餐
少油蝦仁炒飯 (1.4份),868.0,35.0,109.2,30.8,主餐
少油炒麵 (1.5份),825.0,25.5,102.0,34.5,主餐
少油炒烏龍 (1.6份),896.0,28.8,115.2,35.2,主餐
少油鍋燒意麵 (1.7份),884.0,40.8,110.5,28.9,主餐
少油雞肉飯 (1.8份),936.0,48.6,118.8,30.6,主餐
少油魚排飯 (1.9份),1235.0,60.8,148.2,43.7,主餐
少油牛丼 (2.0份),1440.0,62.0,172.0,54.0,日式
少油親子丼 (0.6份),408.0,18.6,46.8,14.4,日式
少油豬排丼 (0.7份),546.0,23.8,57.4,23.8,日式
少油咖哩飯 (0.8份),560.0,16.0,70.4,21.6,日式
少油日式豬排飯 (0.9份),684.0,31.5,76.5,27.9,日式
少油壽司 (1.0份),300.0,10.0,54.0,5.0,日式
少油鮭魚壽司 (1.1份),363.0,16.5,55.0,8.8,日式
少油鮪魚壽司 (1.2份),372.0,19.2,60.0,7.2,日式
少油蝦壽司 (1.3份),377.0,16.9,67.6,5.2,日式
少油玉子燒 (1.4份),252.0,14.0,14.0,14.0,日式
少油味噌湯 (1.5份),82.5,6.0,7.5,3.0,湯品
少油茶碗蒸 (1.6份),176.0,14.4,6.4,9.6,日式
少油烤鯖魚 (1.7份),476.0,42.5,0.0,34.0,海鮮
少油烤鮭魚 (1.8份),432.0,45.0,0.0,27.0,海鮮
少油烤鯛魚 (1.9份),342.0,51.3,0.0,13.3,海鮮
少油清蒸鱈魚 (2.0份),300.0,54.0,0.0,8.0,海鮮
少油蝦仁 (0.6份),60.0,14.4,0.6,0.2,海鮮
少油透抽 (0.7份),77.0,12.6,2.1,1.4,海鮮
少油蛤蜊 (0.8份),64.0,10.4,3.2,1.2,海鮮
少油蚵仔 (0.9份),76.5,8.1,4.5,2.7,海鮮
少油鮪魚 (1.0份),130.0,29.0,0.0,1.0,海鮮
少油鯛魚 (1.1份),143.0,28.6,0.0,3.3,海鮮
少油鯖魚 (1.2份),252.0,24.0,0.0,16.8,海鮮
少油鯷魚 (1.3份),169.0,37.7,0.0,6.5,海鮮
少油雞胸肉 (1.4份),231.0,43.4,0.0,5.0,蛋白質
少油雞腿肉 (1.5份),330.0,37.5,0.0,19.5,蛋白質
少油雞翅 (1.6份),368.0,38.4,0.0,24.0,蛋白質
少油雞里肌 (1.7份),255.0,51.0,0.0,5.1,蛋白質
少油豬里肌 (1.8份),378.0,48.6,0.0,18.0,蛋白質
少油豬梅花 (1.9份),475.0,41.8,0.0,34.2,蛋白質
少油豬五花 (2.0份),780.0,28.0,0.0,74.0,蛋白質
少油牛里肌 (0.6份),126.0,16.8,0.0,6.0,蛋白質
少油牛腱 (0.7份),119.0,19.6,0.0,4.2,蛋白質
少油牛五花 (0.8份),264.0,14.4,0.0,22.4,蛋白質
少油羊肉 (0.9份),225.0,22.5,0.0,14.4,蛋白質
少油培根 (1.0份),540.0,37.0,1.0,42.0,加工肉
少油火腿 (1.1份),159.5,23.1,2.2,6.6,加工肉
少油香腸 (1.2份),384.0,14.4,6.0,33.6,加工肉
少油德國香腸 (1.3份),390.0,16.9,5.2,33.8,加工肉
少油熱狗 (1.4份),406.0,15.4,5.6,35.0,加工肉
少油雞肉香腸 (1.5份),330.0,24.0,6.0,22.5,加工肉
少油板豆腐 (1.6份),136.0,14.4,3.2,8.0,豆製品
少油嫩豆腐 (1.7份),93.5,8.5,3.4,5.1,豆製品
少油豆干 (1.8份),288.0,36.0,14.4,12.6,豆製品
少油毛豆 (1.9份),266.0,22.8,19.0,11.4,豆製品
少油黑豆 (2.0份),300.0,20.0,54.0,2.0,豆製品
少油鷹嘴豆 (0.6份),99.0,5.4,16.2,1.8,豆製品
少油紅豆 (0.7份),87.5,5.6,15.4,0.3,豆類
少油高麗菜 (0.8份),20.0,1.0,4.8,0.1,蔬菜
少油菠菜 (0.9份),20.7,2.6,3.2,0.4,蔬菜
少油青江菜 (1.0份),13.0,1.5,2.0,0.2,蔬菜
少油花椰菜 (1.1份),37.4,3.1,7.7,0.4,蔬菜
少油白花椰菜 (1.2份),30.0,2.4,6.0,0.4,蔬菜
少油空心菜 (1.3份),26.0,2.6,3.9,0.4,蔬菜
少油地瓜葉 (1.4份),42.0,4.2,7.0,0.4,蔬菜
少油A菜 (1.5份),25.5,2.2,4.5,0.3,蔬菜
少油大陸妹 (1.6份),28.8,2.4,4.8,0.3,蔬菜
少油番茄 (1.7份),30.6,1.5,6.8,0.3,蔬菜
少油小黃瓜 (1.8份),27.0,1.3,6.5,0.2,蔬菜
少油紅蘿蔔 (1.9份),77.9,1.7,19.0,0.4,蔬菜
少油洋蔥 (2.0份),80.0,2.2,18.0,0.2,蔬菜
少油玉米筍 (0.6份),15.6,1.5,3.0,0.1,蔬菜
少油香菇 (0.7份),23.8,2.2,4.9,0.3,蔬菜
少油金針菇 (0.8份),29.6,2.2,5.6,0.2,蔬菜
少油杏鮑菇 (0.9份),31.5,2.2,6.3,0.3,蔬菜
少油木耳 (1.0份),25.0,1.5,6.0,0.2,蔬菜
少油海帶 (1.1份),47.3,1.9,11.0,0.7,蔬菜
少油草莓 (1.2份),38.4,0.8,9.6,0.4,水果
少油藍莓 (1.3份),74.1,0.9,18.2,0.4,水果
少油葡萄 (1.4份),96.6,1.0,25.2,0.3,水果
少油橘子 (1.5份),70.5,1.4,18.0,0.2,水果
少油柳橙 (1.6份),75.2,1.4,19.2,0.2,水果
少油西瓜 (1.7份),51.0,1.0,13.6,0.3,水果
少油鳳梨 (1.8份),90.0,0.9,23.4,0.2,水果
少油芒果 (1.9份),114.0,1.5,28.5,0.8,水果
少油水梨 (2.0份),84.0,0.8,22.0,0.2,水果
少油桃子 (0.6份),23.4,0.5,6.0,0.2,水果
少油火龍果 (0.7份),35.0,0.8,8.4,0.3,水果
少油百香果 (0.8份),77.6,1.8,18.4,0.6,水果
少油酪梨 (0.9份),144.0,1.8,8.1,13.5,水果
少油椰子 (1.0份),354.0,3.3,15.0,33.0,水果
少油柿子 (1.1份),77.0,0.7,20.9,0.2,水果
少油杏仁 (1.2份),694.8,25.2,26.4,58.8,堅果
少油核桃 (1.3份),850.2,19.5,18.2,84.5,堅果
少油腰果 (1.4份),774.2,25.2,42.0,61.6,堅果
少油花生 (1.5份),850.5,39.0,24.0,73.5,堅果
少油開心果 (1.6份),899.2,32.0,44.8,72.0,堅果
少油南瓜子 (1.7份),950.3,51.0,18.7,83.3,堅果
少油葵瓜子 (1.8份),1051.2,37.8,36.0,91.8,堅果
少油洋芋片 (1.9份),1018.4,13.3,100.7,66.5,零食
少油玉米脆片 (2.0份),1000.0,14.0,110.0,56.0,零食
少油爆米花 (0.6份),232.2,7.8,46.8,2.7,零食
少油蘇打餅乾 (0.7份),301.0,6.3,49.0,9.1,零食
少油巧克力餅乾 (0.8份),384.0,4.8,53.6,16.8,零食
少油燕麥餅乾 (0.9份),405.0,6.3,61.2,15.3,零食
少油洋芋薯餅 (1.0份),260.0,3.0,28.0,15.0,零食
少油茶葉蛋 (1.1份),159.5,13.2,2.2,9.9,零食
少油滷蛋 (1.2份),180.0,14.4,2.4,12.0,零食
少油海苔 (1.3份),45.5,6.5,5.2,0.7,零食
少油黑巧克力 (1.4份),840.0,11.2,64.4,60.2,甜點
少油牛奶巧克力 (1.5份),802.5,12.0,88.5,45.0,甜點
少油布朗尼 (1.6份),656.0,8.0,80.0,35.2,甜點
少油乳酪蛋糕 (1.7份),544.0,10.2,45.9,35.7,甜點
少油提拉米蘇 (1.8份),630.0,10.8,55.8,41.4,甜點
少油蛋塔 (1.9份),532.0,11.4,53.2,32.3,甜點
少油奶油泡芙 (2.0份),500.0,10.0,46.0,32.0,甜點
少油可麗露 (0.6份),150.0,2.4,19.8,6.6,甜點
少油鬆餅 (0.7份),252.0,5.6,35.0,9.8,甜點
少油冰淇淋 (0.8份),168.0,3.2,19.2,8.8,甜點
少油芒果冰 (0.9份),297.0,2.7,63.0,5.4,甜點
少油豆花加花生 (1.0份),320.0,10.0,45.0,11.0,甜點
少油紅豆湯 (1.1份),286.0,8.8,50.6,5.5,甜點
少油綠豆湯 (1.2份),288.0,8.4,52.8,4.8,甜點
少油仙草茶 (1.3份),130.0,0.0,32.5,0.0,甜點
少油燒仙草 (1.4份),322.0,7.0,56.0,8.4,甜點
少油薯條 (1.5份),468.0,5.1,61.5,22.5,速食
少油炸雞腿 (1.6份),512.0,35.2,19.2,33.6,速食
少油炸雞翅 (1.7份),493.0,34.0,17.0,32.3,速食
少油起司漢堡 (1.8份),936.0,48.6,75.6,50.4,速食
少油雙層牛肉堡 (1.9份),1273.0,66.5,91.2,70.3,速食
少油雞塊 (2.0份),580.0,32.0,32.0,36.0,速食
少油熱狗堡 (0.6份),234.0,9.0,21.6,12.6,速食
少油雞肉捲 (0.7份),336.0,17.5,32.2,14.7,速食
少油墨西哥捲餅 (0.8份),416.0,18.4,44.8,17.6,異國
少油塔可 (0.9份),189.0,9.0,16.2,9.9,異國
少油凱薩沙拉 (1.0份),360.0,18.0,14.0,27.0,西式
少油烤雞沙拉 (1.1份),352.0,35.2,16.5,16.5,西式
少油牛排 (1.2份),540.0,54.0,0.0,33.6,西式
少油雞排 (1.3份),429.0,41.6,15.6,23.4,西式
少油焗烤飯 (1.4份),952.0,33.6,98.0,44.8,西式
少油焗烤義大利麵 (1.5份),1080.0,37.5,108.0,51.0,西式
少油番茄義大利麵 (1.6份),768.0,24.0,121.6,19.2,西式
少油奶油義大利麵 (1.7份),1105.0,30.6,119.0,51.0,西式
少油青醬義大利麵 (1.8份),1116.0,32.4,122.4,50.4,西式
少油白醬燉飯 (1.9份),1292.0,32.3,142.5,58.9,西式
少油番茄燉飯 (2.0份),1040.0,30.0,152.0,30.0,西式
少油韓式拌飯 (0.6份),372.0,13.2,50.4,13.2,韓式
少油韓式炸雞 (0.7份),455.0,21.0,31.5,26.6,韓式
少油韓式泡菜 (0.8份),24.0,1.6,4.0,0.4,韓式
少油韓式部隊鍋 (0.9份),675.0,25.2,58.5,36.0,韓式
少油韓式烤肉 (1.0份),550.0,35.0,10.0,40.0,韓式
少油韓式冷麵 (1.1份),495.0,15.4,85.8,8.8,韓式
少油日式拉麵 (1.2份),720.0,30.0,90.0,24.0,日式
少油豬排拉麵 (1.3份),1014.0,45.5,101.4,46.8,日式
少油牛肉烏龍麵 (1.4份),784.0,36.4,98.0,23.8,日式
少油天婦羅 (1.5份),630.0,24.0,54.0,36.0,日式
少油炸蝦天婦羅 (1.6份),496.0,24.0,32.0,32.0,日式
少油大阪燒 (1.7份),850.0,30.6,85.0,42.5,日式
少油章魚燒 (1.8份),648.0,25.2,79.2,25.2,日式
少油番茄 (1.9份),34.2,1.7,7.6,0.4,蔬菜
少油洋菇 (2.0份),44.0,6.2,6.6,0.6,蔬菜
少油甜椒 (0.6份),18.6,0.6,3.6,0.2,蔬菜
少油茄子 (0.7份),17.5,0.7,4.2,0.1,蔬菜
少油絲瓜 (0.8份),16.0,1.0,3.2,0.2,蔬菜
少油苦瓜 (0.9份),15.3,0.9,3.6,0.2,蔬菜
少油冬瓜 (1.0份),13.0,0.4,3.0,0.2,蔬菜
少油白蘿蔔 (1.1份),19.8,0.7,4.4,0.1,蔬菜
少油秋葵 (1.2份),39.6,2.3,8.4,0.2,蔬菜
少油竹筍 (1.3份),35.1,3.4,6.5,0.4,蔬菜
少油豆芽菜 (1.4份),42.0,4.2,8.4,0.3,蔬菜
少油海帶芽 (1.5份),67.5,4.5,13.5,0.9,蔬菜
少鹽白吐司 (1.6份),424.0,14.4,78.4,5.1,早餐/主食
少鹽全麥吐司 (1.7份),419.9,22.1,69.7,7.1,早餐/主食
少鹽可頌 (1.8份),730.8,14.4,81.0,37.8,早餐/烘焙
少鹽火腿起司蛋吐司 (1.9份),817.0,41.8,72.2,41.8,早餐
少鹽鮪魚蛋吐司 (2.0份),820.0,48.0,72.0,40.0,早餐
少鹽培根蛋吐司 (0.6份),276.0,12.0,21.0,16.2,早餐
少鹽總匯三明治 (0.7份),364.0,16.8,30.8,18.9,早餐
少鹽鮪魚三明治 (0.8份),312.0,17.6,33.6,12.8,早餐
少鹽雞肉三明治 (0.9份),324.0,22.5,34.2,11.7,早餐
少鹽火腿三明治 (1.0份),350.0,18.0,40.0,14.0,早餐
少鹽起司蛋餅 (1.1份),429.0,17.6,39.6,23.1,早餐
少鹽培根蛋餅 (1.2份),516.0,21.6,43.2,30.0,早餐
少鹽玉米蛋餅 (1.3份),468.0,16.9,55.9,20.8,早餐
少鹽鮪魚蛋餅 (1.4份),574.0,28.0,51.8,30.8,早餐
少鹽蘿蔔糕加蛋 (1.5份),450.0,15.0,51.0,21.0,早餐
少鹽法國吐司 (1.6份),512.0,17.6,67.2,19.2,早餐
少鹽美式早餐盤 (1.7份),1105.0,47.6,76.5,66.3,早餐
少鹽燕麥粥 (1.8份),396.0,14.4,64.8,10.8,早餐
少鹽水果燕麥優格 (1.9份),532.0,22.8,81.7,13.3,早餐
少鹽優格 (2.0份),240.0,14.0,28.0,8.0,乳品
少鹽希臘優格 (0.6份),84.0,7.2,4.8,3.6,乳品
少鹽低脂鮮奶 (0.7份),73.5,5.6,8.4,2.1,乳品
少鹽全脂鮮奶 (0.8份),120.0,6.4,9.6,6.4,乳品
少鹽無糖優格 (0.9份),85.5,8.1,5.4,3.6,乳品
少鹽豆漿 (1.0份),170.0,12.0,10.0,7.0,飲品
少鹽黑豆漿 (1.1份),198.0,14.3,11.0,7.7,飲品
少鹽燕麥奶 (1.2份),144.0,3.6,19.2,6.0,飲品
少鹽杏仁奶 (1.3份),52.0,1.3,2.6,3.9,飲品
少鹽綠豆漿 (1.4份),266.0,15.4,35.0,7.0,飲品
少鹽紅茶 (1.5份),7.5,0.0,1.5,0.0,飲品
少鹽綠茶 (1.6份),3.2,0.0,0.0,0.0,飲品
少鹽烏龍茶 (1.7份),3.4,0.0,0.0,0.0,飲品
少鹽無糖綠茶 (1.8份),3.6,0.0,0.0,0.0,飲品
少鹽檸檬紅茶 (1.9份),190.0,0.0,47.5,0.0,飲品
少鹽可樂 (2.0份),280.0,0.0,78.0,0.0,飲品
少鹽汽水 (0.6份),84.0,0.0,23.4,0.0,飲品
少鹽運動飲料 (0.7份),84.0,0.0,21.0,0.0,飲品
少鹽無糖氣泡水 (0.8份),0.0,0.0,0.0,0.0,飲品
少鹽巧克力牛奶 (0.9份),171.0,6.3,27.0,4.5,飲品
少鹽香蕉牛奶 (1.0份),210.0,7.0,34.0,5.0,飲品
少鹽抹茶拿鐵 (1.1份),242.0,7.7,29.7,9.9,飲品
